1.4, 0.003825401449303446, -0.00259937675335542, 0.002691344766716106
2.0, 0.005393031932333869, 0.029189825887705467, 0.026270548645138003
2.1, 0.00401539353352709, 0.015193277284770422, 0.013085508278566915
2.2, 0.005623250349495845, 0.006449912282665693, 0.006109042768598694
2.3, 0.0012554812408813105, 0.0012205538962207182, 0.0012360036516263055
2.4, 8.11895325009865e-05, 8.410909426632581e-05, 8.272825359902004e-05
1.1, 4.122542972833958e-05, 5.229104238400703e-05, 5.010585322044221e-05
1.15, 6.108866464863036e-05, 6.225366091098698e-05, 6.12190872557949e-05
1.2, 0.00025609387174898543, 0.00018979806576312487, 0.00021162703370103752
1.25, 0.000748954590672425, 0.0007552046577069888, 0.0007520869339551962
1.3, 0.0018730382831448095, 0.0018107885264745634, 0.0018337636594392373
1.35, 0.001671902200591259, 0.0011121487015043115, 0.0014190934168092496
1.4, 0.0038254014486720387, 0.0026930508419598276, 0.00339242014594518
2.0, 0.005393031932333869, 0.03049204737738381, 0.026345308894945685
2.1, 0.0040153935335266455, 0.0069366046057473645, 0.005915611807138177
2.2, 0.005623250351267745, 0.00541263380910173, 0.005549809681823121
2.3, 0.001261046884561278, 0.0012503057954897992, 0.0012563079828710774
2.4, 8.118953250205696e-05, 8.244613843149887e-05, 8.163182296228877e-05
