1.1, 6.590476129241619e-05, 6.671669782037295e-05, 6.704232054455955e-05
1.15, 0.000137977083027358, 0.00014019390075550997, 0.00013944509630791157
1.2, 0.0002891050483099447, 0.00030661880618687673, 0.00029937642109559336
1.25, 0.0006108775295363096, 0.0006148010569454595, 0.0006129246593580215
1.3, 0.0016095077700119345, 0.0015995185909354903, 0.0016034963718249478
1.35, 0.003890357470078978, 0.00433394533112405, 0.004128887627735372
1.4, 0.010831334261561132, 0.008103873947776064, 0.008826449503408888
2.0, 0.028278836763867467, 0.02877015496082347, 0.02842558759578584
2.1, 0.014954306419423805, 0.014601429157483518, 0.01482190005950601
2.2, 0.006430789063453888, 0.00639176169163202, 0.006416885616201303
2.3, 0.0013047677132587813, 0.0012843423726921252, 0.0012973865959675045
2.4, 9.287516442273555e-05, 9.04628884865944e-05, 9.204896497895004e-05
