1.4, 0.003376273705467763, 0.0038382340725467462, 0.003541493046942385
2.0, 0.09534073440036095, 0.020995276560974996, 0.012471387452282268
2.1, 0.009772507499565476, 0.013450644532728817, 0.012340852819271997
2.2, 0.004490373140309756, 0.004851502252632326, 0.004723326642140369
2.3, 0.0006178252966724658, 0.0006036329907559423, 0.0006080057272230821
2.4, 7.66525520237175e-05, 8.400758772856383e-05, 8.11627033751695e-05
1.1, 0.00013525481441299802, 0.00011871281011939645, 0.00012708028691048526
1.15, 0.0003259059883684191, 0.00028853513278003266, 0.0003053379993390992
1.2, 0.0003715837625105397, 0.0003415977214661947, 0.0003555617725892928
1.25, 0.0006949572620881437, 0.0006832373914958496, 0.0006890417089307662
1.3, 0.0014151199661992886, 0.001436866239054417, 0.0014252597024321308
1.35, 0.0027573953021659413, 0.002806697455188303, 0.0027790585936568885
1.4, 0.003376273705659061, 0.0035639574899185593, 0.003457331120535919
2.0, 0.09534073440036106, 0.03695214984920372, 0.04981536517359643
2.1, 0.009772507495489746, 0.008243599783784084, 0.00958683156286348
2.2, 0.004490373140310422, 0.0030163905606680474, 0.004300693361405372
2.3, 0.0006178252966235424, 0.00047355401620791706, 0.0006310420362334312
2.4, 7.665255209448272e-05, 6.864716462475211e-05, 7.67571024326765e-05
