1.0, 1.1477694233274273e-05, 1.0191744138527537e-05, 7.631017712255648e-06, -2.5458027678101814e-05, 5.727651740000133e-06
1.05, 3.303420476881156e-05, 2.628315561624644e-05, 2.6382342982447906e-05, 1.4581045653636943e-05, 2.7440846848515396e-05
1.1, 8.21695324257412e-05, 6.021409528869749e-05, 5.7925852230344534e-05, 3.015969243041159e-05, 6.298958152931772e-05
1.15, 0.00017085683958383447, 0.00012836783304344103, 0.00012406226689507083, 4.829658214730362e-05, 0.00013102108396711822
1.2, 0.0003623544162051166, 0.0002820357340870609, 0.00027535018007038254, 0.0001855984608135158, 0.0002894799403682444
1.25, 0.0007817445587537243, 0.0006038465898457223, 0.0005909299697264179, 0.00043736386685999613, 0.0006245812902022957
1.3, 0.0015188006820293768, 0.0011371672762803954, 0.0011100015605868246, 0.000701825850736304, 0.0011851892014936361
1.35, 0.002663789172869903, 0.0018979786987881914, 0.0018425299240379944, 0.0012181963397061013, 0.0019892716518026166
1.4, 0.004303305743891261, 0.00294506537420458, 0.002815274679695698, -0.003035372031514383, 0.0030195282131847325
1.45, 0.006445800909381853, 0.004389910971894135, 0.004283635289352605, -0.007906805704280151, 0.004540975263112923
1.5, 0.011398418783096997, 0.006532967936789147, 0.0062440805026789566, 0.023671577710395297, 0.006699177343274553
1.55, 0.014557188732249204, 0.01008494618543887, 0.009725612728368603, 0.01755695976778382, 0.009877062706461714
1.6, 0.03163382566824291, 0.014989766127527115, 0.014454089486678787, 0.02095989728240358, 0.0152172918385306
1.65, 0.04375986441962837, 0.020916991532273776, 0.01964692506902821, 0.029680265827318243, 0.017000057460648033
1.7, 0.009326543505409735, 0.02978305174890074, 0.025909173812683, 0.04349083489328992, -6.501979737283392e-05
1.75, 0.020133537464330664, 0.03548930701028574, 0.03094417906402447, 0.04699466174587397, 0.023463530053591756
1.8, 0.030403105952981124, 0.041700653528870035, 0.03524803530435876, 0.05216174096007842, 0.06083283048684962
